time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-27 00:00:00+00:00,25,10,9,6
2026-04-28 00:00:00+00:00,17,8,17,10
2026-04-29 00:00:00+00:00,8,3,41,14
2026-04-30 00:00:00+00:00,32,14,23,14
2026-05-01 00:00:00+00:00,414,28,36,17
2026-05-02 00:00:00+00:00,25,11,55,13
2026-05-03 00:00:00+00:00,40,16,47,10
2026-05-04 00:00:00+00:00,36,10,14,9
2026-05-05 00:00:00+00:00,76,23,31,12
2026-05-06 00:00:00+00:00,135,16,40,11
2026-05-07 00:00:00+00:00,44,15,18,9
2026-05-08 00:00:00+00:00,210,27,28,10
2026-05-09 00:00:00+00:00,16,8,18,7
2026-05-10 00:00:00+00:00,16,6,29,13
