time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-11 00:00:00+00:00,72,16,35,7
2026-06-12 00:00:00+00:00,40,23,29,11
2026-06-13 00:00:00+00:00,43,27,61,17
2026-06-14 00:00:00+00:00,47,23,45,15
2026-06-15 00:00:00+00:00,42,22,34,11
2026-06-16 00:00:00+00:00,131,30,40,10
2026-06-17 00:00:00+00:00,282,26,39,13
2026-06-18 00:00:00+00:00,20,8,14,9
2026-06-19 00:00:00+00:00,145,23,33,13
2026-06-20 00:00:00+00:00,781,47,31,13
2026-06-21 00:00:00+00:00,322,31,57,10
2026-06-22 00:00:00+00:00,195,21,18,11
2026-06-23 00:00:00+00:00,136,28,34,15
2026-06-24 00:00:00+00:00,28,14,49,10
