time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-25 00:00:00+00:00,51,21,65,12
2026-06-26 00:00:00+00:00,43,21,43,15
2026-06-27 00:00:00+00:00,29,21,29,8
2026-06-28 00:00:00+00:00,34,18,45,14
2026-06-29 00:00:00+00:00,20,11,20,12
2026-06-30 00:00:00+00:00,12,6,21,12
2026-07-01 00:00:00+00:00,25,16,15,10
2026-07-02 00:00:00+00:00,25,12,16,8
2026-07-03 00:00:00+00:00,165,13,12,6
2026-07-04 00:00:00+00:00,49,33,21,5
2026-07-05 00:00:00+00:00,51,34,100,18
2026-07-06 00:00:00+00:00,22,10,21,13
2026-07-07 00:00:00+00:00,32,14,11,5
2026-07-08 00:00:00+00:00,16,7,18,8
